report_year,calculator_data_version,property_price_gbp,jurisdiction,buyer_type,assumption_level,deposit_percentage,deposit_gbp,property_tax_name,property_tax_gbp,property_tax_basis,legal_fees_gbp,legal_fees_basis,searches_gbp,searches_basis,registration_gbp,registration_basis,survey_gbp,survey_basis,mortgage_fees_gbp,mortgage_fees_basis,bank_transfer_fee_gbp,moving_costs_gbp,moving_costs_included,insurance_gbp,insurance_included,furnishing_setup_gbp,furnishing_setup_included,contingency_gbp,contingency_percentage,total_upfront_cash_gbp,notes
2026,2026.07.1,600000,Northern Ireland,Home mover,average,10,60000,Stamp Duty Land Tax,20000,official-calculation,1750,market-estimate,340,market-estimate,445,market-estimate,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,670,10,87365,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,600000,Northern Ireland,Additional property / second home,average,10,60000,Stamp Duty Land Tax,50000,official-calculation,1750,market-estimate,340,market-estimate,445,market-estimate,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,670,10,117365,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,600000,Scotland,First-time buyer,average,10,60000,LBTT,32750,official-calculation,1750,market-estimate,240,market-estimate,800,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,300,true,0,false,613,10,100293,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,600000,Scotland,Home mover,average,10,60000,LBTT,33350,official-calculation,1750,market-estimate,240,market-estimate,800,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,300,true,0,false,613,10,100893,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,600000,Scotland,Additional property / second home,average,10,60000,LBTT,81350,official-calculation,1750,market-estimate,240,market-estimate,800,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,300,true,0,false,613,10,148893,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,600000,Wales,First-time buyer,average,10,60000,LTT,25500,official-calculation,1750,market-estimate,330,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,624,10,92659,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,600000,Wales,Home mover,average,10,60000,LTT,25500,official-calculation,1750,market-estimate,330,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,624,10,92659,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,600000,Wales,Additional property / second home,average,10,60000,LTT,54950,official-calculation,1750,market-estimate,330,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,624,10,122109,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,750000,England,First-time buyer,average,10,75000,Stamp Duty Land Tax,27500,official-calculation,1750,market-estimate,340,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,625,10,109670,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,750000,England,Home mover,average,10,75000,Stamp Duty Land Tax,27500,official-calculation,1750,market-estimate,340,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,625,10,109670,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,750000,England,Additional property / second home,average,10,75000,Stamp Duty Land Tax,65000,official-calculation,1750,market-estimate,340,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,625,10,147170,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,750000,Northern Ireland,First-time buyer,average,10,75000,Stamp Duty Land Tax,27500,official-calculation,1750,market-estimate,340,market-estimate,445,market-estimate,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,670,10,109865,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,750000,Northern Ireland,Home mover,average,10,75000,Stamp Duty Land Tax,27500,official-calculation,1750,market-estimate,340,market-estimate,445,market-estimate,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,670,10,109865,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,750000,Northern Ireland,Additional property / second home,average,10,75000,Stamp Duty Land Tax,65000,official-calculation,1750,market-estimate,340,market-estimate,445,market-estimate,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,670,10,147365,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Northern Ireland registration is an adjustable allowance, not an HM Land Registry charge."
2026,2026.07.1,750000,Scotland,First-time buyer,average,10,75000,LBTT,47750,official-calculation,1750,market-estimate,240,market-estimate,930,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,300,true,0,false,613,10,130423,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,750000,Scotland,Home mover,average,10,75000,LBTT,48350,official-calculation,1750,market-estimate,240,market-estimate,930,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,300,true,0,false,613,10,131023,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,750000,Scotland,Additional property / second home,average,10,75000,LBTT,108350,official-calculation,1750,market-estimate,240,market-estimate,930,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,300,true,0,false,613,10,191023,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,750000,Wales,First-time buyer,average,10,75000,LTT,36750,official-calculation,1750,market-estimate,330,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,624,10,118909,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,750000,Wales,Home mover,average,10,75000,LTT,36750,official-calculation,1750,market-estimate,330,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,624,10,118909,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
2026,2026.07.1,750000,Wales,Additional property / second home,average,10,75000,LTT,73700,official-calculation,1750,market-estimate,330,market-estimate,295,official-charge,1050,market-estimate,1100,market-estimate,40,1650,true,320,true,0,false,624,10,155859,"Taxes use official jurisdiction-specific rules verified on 19 July 2026. Legal, survey, mortgage, moving and setup figures are adjustable planning estimates. Registration treatment depends on the application; confirm the final charge with your solicitor."
